ticker;timestamp;Open;High;Low;Close;Volume
RIH5;2025-03-10 08:55:00;115310.0;115200.0;115310.0;115130.0;113
RIH5;2025-03-10 09:00:00;115310.0;115110.0;114960.0;114880.0;1131
RIH5;2025-03-10 09:05:00;114880.0;114890.0;114820.0;114720.0;592
RIH5;2025-03-10 09:10:00;114850.0;114990.0;114950.0;114800.0;375
RIH5;2025-03-10 09:15:00;114820.0;114890.0;114830.0;114800.0;511
RIH5;2025-03-10 09:20:00;114800.0;114830.0;114740.0;114590.0;510
RIH5;2025-03-10 09:25:00;114690.0;114900.0;114870.0;114850.0;386
RIH5;2025-03-10 09:30:00;114870.0;115350.0;114950.0;115290.0;1044
RIH5;2025-03-10 09:35:00;115360.0;115710.0;115560.0;115500.0;1454
RIH5;2025-03-10 09:40:00;115500.0;115530.0;115480.0;115450.0;265
RIH5;2025-03-10 09:45:00;115460.0;115560.0;115520.0;115340.0;389
RIH5;2025-03-10 09:50:00;115380.0;115340.0;115310.0;115280.0;414
RIH5;2025-03-10 09:55:00;115330.0;115470.0;115270.0;115170.0;797
RIH5;2025-03-10 10:00:00;115180.0;115000.0;114820.0;114710.0;1960
RIH5;2025-03-10 10:05:00;114780.0;114880.0;114800.0;114670.0;1024
RIH5;2025-03-10 10:10:00;114760.0;114870.0;114810.0;114720.0;925
RIH5;2025-03-10 10:15:00;114820.0;114880.0;114800.0;114790.0;577
RIH5;2025-03-10 10:20:00;114870.0;114710.0;114190.0;114080.0;2173
RIH5;2025-03-10 10:25:00;114070.0;114160.0;114110.0;114020.0;994
RIH5;2025-03-10 10:30:00;114070.0;114420.0;114300.0;114290.0;1004
RIH5;2025-03-10 10:35:00;114390.0;114280.0;114050.0;113980.0;945
RIH5;2025-03-10 10:40:00;114030.0;114210.0;114130.0;114030.0;523
RIH5;2025-03-10 10:45:00;114120.0;114310.0;114220.0;114220.0;429
RIH5;2025-03-10 10:50:00;114250.0;114640.0;114250.0;114410.0;956
RIH5;2025-03-10 10:55:00;114450.0;114470.0;114460.0;114320.0;545
RIH5;2025-03-10 11:00:00;114340.0;114500.0;114400.0;114110.0;750
RIH5;2025-03-10 11:05:00;114130.0;114280.0;114130.0;114090.0;615
RIH5;2025-03-10 11:10:00;114120.0;114290.0;114210.0;114040.0;577
RIH5;2025-03-10 11:15:00;114210.0;114230.0;114210.0;114100.0;303
RIH5;2025-03-10 11:20:00;114170.0;114220.0;114050.0;113880.0;1390
RIH5;2025-03-10 11:25:00;113930.0;114150.0;114030.0;114130.0;659
RIH5;2025-03-10 11:30:00;114170.0;114280.0;114230.0;114130.0;486
RIH5;2025-03-10 11:35:00;114230.0;114450.0;114370.0;114300.0;631
RIH5;2025-03-10 11:40:00;114300.0;114590.0;114320.0;114440.0;900
RIH5;2025-03-10 11:45:00;114580.0;114540.0;114540.0;114500.0;416
RIH5;2025-03-10 11:50:00;114520.0;114640.0;114520.0;114420.0;1088
RIH5;2025-03-10 11:55:00;114480.0;114480.0;114400.0;114170.0;494
RIH5;2025-03-10 12:00:00;114190.0;114300.0;114220.0;114180.0;574
RIH5;2025-03-10 12:05:00;114190.0;114200.0;114100.0;114090.0;710
