8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T05:59:00Z;92475;92475;92475;92475;134;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:00:00Z;92488;92479;92545;92334;2244;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:01:00Z;92480;92496;92500;92446;700;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:02:00Z;92493;92518;92523;92455;964;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:03:00Z;92516;92552;92555;92470;1525;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:04:00Z;92555;92513;92569;92511;534;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:05:00Z;92513;92512;92547;92505;473;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:06:00Z;92510;92429;92516;92412;998;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:07:00Z;92429;92381;92430;92351;507;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:08:00Z;92374;92413;92421;92372;382;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:09:00Z;92402;92444;92472;92401;292;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:10:00Z;92444;92514;92522;92443;832;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:11:00Z;92514;92512;92520;92494;183;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:12:00Z;92512;92512;92514;92486;192;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:13:00Z;92514;92520;92522;92513;204;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:14:00Z;92517;92522;92522;92514;72;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:15:00Z;92522;92538;92544;92521;251;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:16:00Z;92540;92540;92545;92538;149;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:17:00Z;92541;92541;92550;92535;184;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:18:00Z;92541;92546;92565;92533;701;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:19:00Z;92547;92568;92568;92531;1048;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:20:00Z;92565;92565;92574;92538;583;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:21:00Z;92563;92576;92576;92544;105;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:22:00Z;92574;92614;92615;92562;323;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:23:00Z;92599;92671;92686;92599;876;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:24:00Z;92672;92710;92753;92646;2263;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:25:00Z;92716;92747;92755;92709;683;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:26:00Z;92747;92699;92779;92672;1030;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:27:00Z;92699;92710;92722;92690;558;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:28:00Z;92710;92722;92723;92703;239;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:29:00Z;92721;92754;92761;92707;380;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:30:00Z;92762;92757;92787;92757;442;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:31:00Z;92769;92718;92770;92718;247;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:32:00Z;92730;92737;92737;92714;102;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:33:00Z;92729;92730;92748;92728;163;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:34:00Z;92731;92768;92783;92731;381;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:35:00Z;92758;92825;92827;92758;809;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:36:00Z;92825;92849;92859;92821;572;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:37:00Z;92841;92854;92872;92835;509;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:38:00Z;92854;92837;92877;92815;1795;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:39:00Z;92848;92830;92857;92820;245;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:40:00Z;92829;92842;92847;92810;1869;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:41:00Z;92836;92851;92874;92835;291;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:42:00Z;92857;92832;92870;92809;943;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:43:00Z;92817;92805;92817;92800;372;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:44:00Z;92803;92791;92806;92791;456;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:45:00Z;92791;92766;92792;92742;945;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:46:00Z;92767;92733;92767;92722;741;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:47:00Z;92733;92728;92733;92722;340;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:48:00Z;92726;92743;92744;92704;1054;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:49:00Z;92737;92782;92783;92727;392;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:50:00Z;92782;92770;92783;92755;489;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:51:00Z;92769;92741;92777;92741;124;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:52:00Z;92747;92733;92747;92733;97;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:53:00Z;92739;92813;92829;92731;459;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:54:00Z;92812;92811;92844;92788;397;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:55:00Z;92812;92781;92836;92774;278;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:56:00Z;92791;92739;92797;92719;883;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:57:00Z;92719;92771;92771;92715;319;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:58:00Z;92776;92793;92796;92776;194;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T06:59:00Z;92795;92787;92818;92758;465;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:00:00Z;92786;92844;92844;92784;849;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:01:00Z;92844;92868;92919;92784;3195;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:02:00Z;92869;92811;92869;92810;1574;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:03:00Z;92810;92966;92983;92810;2992;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:04:00Z;92965;93046;93091;92965;2733;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:05:00Z;93045;93132;93133;92989;3491;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:06:00Z;93133;93178;93210;93083;4555;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:07:00Z;93175;93103;93175;93076;2570;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:08:00Z;93108;93196;93214;93103;1511;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:09:00Z;93191;93205;93257;93178;1880;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:10:00Z;93206;93211;93241;93188;1263;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:11:00Z;93212;93193;93213;93161;1849;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:12:00Z;93186;93207;93232;93164;2402;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:13:00Z;93203;93123;93203;93103;1807;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:14:00Z;93122;93152;93183;93104;1126;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:15:00Z;93154;93132;93229;93106;3127;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:16:00Z;93129;93076;93130;93070;2013;
8f99f804-abc1-4339-8c51-521c3e78cd13;2025-02-18T07:17:00Z;93075;93031;93083;92974;2890;
