db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T05:59:00Z;12.035;12.035;12.035;12.035;141;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:00:00Z;12.033;12.035;12.039;12.024;16946;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:01:00Z;12.036;12.041;12.049;12.031;15082;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:02:00Z;12.043;12.037;12.047;12.035;8648;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:03:00Z;12.037;12.04;12.04;12.035;4275;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:04:00Z;12.04;12.046;12.047;12.039;2960;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:05:00Z;12.046;12.047;12.052;12.039;12196;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:06:00Z;12.048;12.047;12.054;12.047;2011;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:07:00Z;12.046;12.038;12.047;12.037;10923;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:08:00Z;12.039;12.037;12.04;12.037;6854;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:09:00Z;12.038;12.038;12.04;12.037;814;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:10:00Z;12.039;12.04;12.04;12.039;2095;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:11:00Z;12.039;12.036;12.04;12.034;3612;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:12:00Z;12.036;12.038;12.039;12.035;1221;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:13:00Z;12.039;12.039;12.039;12.036;2409;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:14:00Z;12.039;12.037;12.039;12.032;2461;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:15:00Z;12.038;12.038;12.039;12.038;307;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:16:00Z;12.039;12.038;12.04;12.037;1075;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:17:00Z;12.038;12.038;12.039;12.037;454;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:18:00Z;12.038;12.036;12.04;12.03;26155;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:19:00Z;12.036;12.036;12.038;12.028;6306;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:20:00Z;12.036;12.03;12.037;12.027;5391;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:21:00Z;12.03;12.032;12.032;12.029;4035;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:22:00Z;12.031;12.031;12.032;12.028;3001;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:23:00Z;12.03;12.031;12.032;12.027;3986;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:24:00Z;12.031;12.03;12.034;12.03;6360;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:25:00Z;12.03;12.031;12.031;12.029;1639;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:26:00Z;12.03;12.032;12.032;12.029;2197;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:27:00Z;12.03;12.03;12.031;12.027;957;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:28:00Z;12.029;12.028;12.03;12.028;777;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:29:00Z;12.03;12.029;12.03;12.027;1072;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:30:00Z;12.029;12.026;12.03;12.026;1949;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:31:00Z;12.026;12.025;12.027;12.023;4067;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:32:00Z;12.026;12.025;12.027;12.025;975;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:33:00Z;12.025;12.026;12.027;12.025;371;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:34:00Z;12.026;12.038;12.039;12.026;6780;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:35:00Z;12.038;12.037;12.04;12.037;4763;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:36:00Z;12.037;12.038;12.04;12.036;6151;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:37:00Z;12.039;12.038;12.039;12.038;788;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:38:00Z;12.039;12.039;12.04;12.038;5123;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:39:00Z;12.038;12.04;12.04;12.038;3899;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:40:00Z;12.039;12.04;12.04;12.039;3307;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:41:00Z;12.04;12.039;12.04;12.039;3098;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:42:00Z;12.039;12.039;12.039;12.037;669;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:43:00Z;12.038;12.038;12.038;12.033;989;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:44:00Z;12.037;12.039;12.04;12.037;2117;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:45:00Z;12.04;12.037;12.048;12.037;6967;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:46:00Z;12.038;12.035;12.038;12.032;1697;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:47:00Z;12.035;12.031;12.037;12.031;2028;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:48:00Z;12.033;12.034;12.034;12.031;809;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:49:00Z;12.034;12.03;12.037;12.03;1334;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:50:00Z;12.031;12.021;12.033;12.021;8258;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:51:00Z;12.021;12.021;12.025;12.016;8433;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:52:00Z;12.022;12.027;12.034;12.022;13369;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:53:00Z;12.027;12.015;12.03;12.015;13788;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:54:00Z;12.018;12.017;12.023;12.015;5321;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:55:00Z;12.017;12.02;12.023;12.015;4094;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:56:00Z;12.02;12.02;12.023;12.015;2623;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:57:00Z;12.019;12.02;12.021;12.018;1075;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:58:00Z;12.021;12.02;12.022;12.019;524;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T06:59:00Z;12.021;12.015;12.021;12.015;1608;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T07:00:00Z;12.016;12.012;12.043;12.012;61344;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T07:01:00Z;12.013;12.032;12.035;12.005;35197;
db4b4990-0864-4595-a238-c5922723d84b;2025-02-25T07:02:00Z;12.032;12.041;12.047;12.031;36927;
