datetime	open	high	low	close	volume
07.03.2018 00:00	420.0	438.0	417.0	438.0	15
09.03.2018 00:00	434.0	434.0	431.0	431.0	2
12.03.2018 00:00	421.0	438.0	418.0	434.0	7
13.03.2018 00:00	419.0	435.0	418.0	435.0	15
14.03.2018 00:00	426.0	433.0	420.0	433.0	12
15.03.2018 00:00	426.0	430.0	410.0	430.0	21
19.03.2018 00:00	415.0	428.0	409.0	417.0	13
20.03.2018 00:00	408.0	426.0	405.0	426.0	30
21.03.2018 00:00	416.0	424.0	408.0	424.0	27
22.03.2018 00:00	414.0	415.0	400.0	400.0	88
23.03.2018 00:00	400.0	420.0	400.0	409.0	212
26.03.2018 00:00	443.0	443.0	414.0	427.0	50
27.03.2018 00:00	422.0	424.0	416.0	424.0	26
28.03.2018 00:00	414.0	423.0	413.0	423.0	22
29.03.2018 00:00	414.0	420.0	409.0	417.0	26
30.03.2018 00:00	417.0	419.0	417.0	418.0	13
02.04.2018 00:00	415.0	415.0	410.0	410.0	4
03.04.2018 00:00	407.0	414.0	403.0	403.0	17
04.04.2018 00:00	406.0	409.0	400.0	405.0	13
05.04.2018 00:00	409.0	409.0	405.0	409.0	2
06.04.2018 00:00	406.0	406.0	400.0	401.0	7
09.04.2018 00:00	402.0	402.0	400.0	400.0	9
10.04.2018 00:00	400.0	421.0	400.0	400.0	1
11.04.2018 00:00	421.0	421.0	409.0	409.0	7
13.04.2018 00:00	411.0	411.0	411.0	411.0	4
17.04.2018 00:00	356.0	389.0	355.0	363.0	12
18.04.2018 00:00	368.0	397.0	353.0	379.0	21
19.04.2018 00:00	388.0	389.0	387.0	389.0	5
20.04.2018 00:00	397.0	397.0	390.0	390.0	2
24.04.2018 00:00	393.0	394.0	393.0	394.0	5
27.04.2018 00:00	367.0	396.0	367.0	367.0	2
28.04.2018 00:00	375.0	375.0	375.0	375.0	1
02.05.2018 00:00	369.0	398.0	369.0	370.0	4
03.05.2018 00:00	397.0	398.0	359.0	398.0	5
04.05.2018 00:00	366.0	390.0	359.0	359.0	19
07.05.2018 00:00	361.0	390.0	358.0	378.0	9
08.05.2018 00:00	361.0	429.0	360.0	380.0	50
11.05.2018 00:00	389.0	417.0	380.0	417.0	5
14.05.2018 00:00	376.0	427.0	375.0	398.0	22
15.05.2018 00:00	377.0	404.0	377.0	395.0	224
16.05.2018 00:00	391.0	414.0	391.0	403.0	4
17.05.2018 00:00	414.0	414.0	397.0	410.0	3
18.05.2018 00:00	409.0	412.0	400.0	412.0	12
21.05.2018 00:00	381.0	409.0	381.0	388.0	4
22.05.2018 00:00	378.0	408.0	378.0	408.0	94
23.05.2018 00:00	385.0	410.0	380.0	402.0	10
24.05.2018 00:00	390.0	401.0	390.0	400.0	8
25.05.2018 00:00	401.0	401.0	400.0	400.0	15
28.05.2018 00:00	400.0	400.0	400.0	400.0	37
30.05.2018 00:00	400.0	408.0	395.0	395.0	9
31.05.2018 00:00	391.0	408.0	391.0	408.0	53
01.06.2018 00:00	395.0	396.0	393.0	393.0	4
06.06.2018 00:00	397.0	397.0	397.0	397.0	1
07.06.2018 00:00	408.0	414.0	408.0	414.0	3
08.06.2018 00:00	398.0	398.0	387.0	387.0	44
09.06.2018 00:00	397.0	397.0	397.0	397.0	1
11.06.2018 00:00	409.0	409.0	409.0	409.0	2
13.06.2018 00:00	408.0	417.0	408.0	410.0	3
14.06.2018 00:00	410.0	410.0	387.0	394.0	12
15.06.2018 00:00	394.0	394.0	394.0	394.0	2
20.06.2018 00:00	382.0	382.0	382.0	382.0	1
21.06.2018 00:00	392.0	392.0	392.0	392.0	1
22.06.2018 00:00	370.0	418.0	370.0	418.0	7
25.06.2018 00:00	419.0	419.0	419.0	419.0	3
28.06.2018 00:00	406.0	406.0	400.0	400.0	2
29.06.2018 00:00	400.0	400.0	400.0	400.0	3
02.07.2018 00:00	400.0	404.0	400.0	404.0	2
03.07.2018 00:00	399.0	400.0	397.0	400.0	5
04.07.2018 00:00	399.0	405.0	399.0	405.0	2
05.07.2018 00:00	400.0	401.0	397.0	398.0	5
06.07.2018 00:00	403.0	403.0	403.0	403.0	1
09.07.2018 00:00	407.0	407.0	407.0	407.0	2
10.07.2018 00:00	407.0	407.0	402.0	402.0	12
11.07.2018 00:00	390.0	390.0	376.0	376.0	14
12.07.2018 00:00	399.0	399.0	381.0	396.0	5
13.07.2018 00:00	398.0	398.0	375.0	382.0	24
16.07.2018 00:00	375.0	377.0	370.0	376.0	34
17.07.2018 00:00	370.0	373.0	370.0	373.0	10
18.07.2018 00:00	389.0	389.0	367.0	379.0	35
19.07.2018 00:00	385.0	385.0	370.0	377.0	25
20.07.2018 00:00	370.0	370.0	360.0	360.0	29
23.07.2018 00:00	361.0	361.0	361.0	361.0	2
24.07.2018 00:00	364.0	364.0	356.0	356.0	56
25.07.2018 00:00	358.0	358.0	357.0	357.0	3
27.07.2018 00:00	370.0	376.0	355.0	355.0	9
30.07.2018 00:00	365.0	365.0	365.0	365.0	2
01.08.2018 00:00	356.0	372.0	356.0	370.0	3
02.08.2018 00:00	353.0	370.0	353.0	356.0	6
03.08.2018 00:00	355.0	366.0	354.0	355.0	9
06.08.2018 00:00	355.0	355.0	354.0	354.0	2
07.08.2018 00:00	353.0	353.0	353.0	353.0	1
08.08.2018 00:00	358.0	358.0	353.0	355.0	39
09.08.2018 00:00	355.0	376.0	351.0	362.0	106
10.08.2018 00:00	354.0	354.0	352.0	352.0	13
13.08.2018 00:00	355.0	355.0	354.0	354.0	2
14.08.2018 00:00	351.0	354.0	351.0	354.0	4
15.08.2018 00:00	351.0	354.0	351.0	353.0	7
16.08.2018 00:00	354.0	355.0	354.0	355.0	3
17.08.2018 00:00	354.0	354.0	354.0	354.0	2
20.08.2018 00:00	354.0	354.0	350.0	350.0	2
21.08.2018 00:00	348.0	348.0	348.0	348.0	1
23.08.2018 00:00	355.0	355.0	355.0	355.0	1
24.08.2018 00:00	347.0	353.0	345.0	351.0	38
29.08.2018 00:00	355.0	355.0	345.0	345.0	4
30.08.2018 00:00	345.0	345.0	345.0	345.0	2
31.08.2018 00:00	346.0	346.0	341.0	345.0	5
03.09.2018 00:00	345.0	345.0	341.0	341.0	14
05.09.2018 00:00	344.0	345.0	344.0	345.0	3
06.09.2018 00:00	345.0	345.0	345.0	345.0	1
07.09.2018 00:00	341.0	342.0	340.0	340.0	4
10.09.2018 00:00	337.0	351.0	335.0	351.0	9
11.09.2018 00:00	352.0	356.0	352.0	355.0	54
12.09.2018 00:00	350.0	353.0	350.0	353.0	4
13.09.2018 00:00	355.0	360.0	352.0	360.0	28
14.09.2018 00:00	359.0	359.0	330.0	352.0	19
17.09.2018 00:00	352.0	352.0	352.0	352.0	4
18.09.2018 00:00	345.0	345.0	345.0	345.0	2
19.09.2018 00:00	345.0	353.0	345.0	353.0	3
20.09.2018 00:00	354.0	354.0	343.0	343.0	2
21.09.2018 00:00	350.0	350.0	350.0	350.0	3
24.09.2018 00:00	342.0	346.0	342.0	345.0	30
25.09.2018 00:00	340.0	343.0	309.0	331.0	50
26.09.2018 00:00	343.0	343.0	340.0	340.0	8
27.09.2018 00:00	345.0	475.0	345.0	437.0	693
28.09.2018 00:00	453.0	597.0	436.0	520.0	915
01.10.2018 00:00	520.0	520.0	401.0	423.0	355
02.10.2018 00:00	414.0	428.0	401.0	401.0	79
03.10.2018 00:00	406.0	406.0	406.0	406.0	18
04.10.2018 00:00	410.0	415.0	404.0	415.0	11
05.10.2018 00:00	418.0	443.0	417.0	419.0	6
08.10.2018 00:00	413.0	448.0	394.0	429.0	94
09.10.2018 00:00	415.0	425.0	409.0	410.0	12
10.10.2018 00:00	420.0	420.0	411.0	413.0	6
11.10.2018 00:00	408.0	420.0	400.0	420.0	34
12.10.2018 00:00	407.0	412.0	407.0	412.0	2
15.10.2018 00:00	406.0	427.0	344.0	414.0	35
16.10.2018 00:00	444.0	444.0	410.0	414.0	11
17.10.2018 00:00	435.0	435.0	420.0	420.0	11
18.10.2018 00:00	417.0	418.0	400.0	418.0	60
19.10.2018 00:00	404.0	404.0	380.0	391.0	50
22.10.2018 00:00	399.0	399.0	380.0	380.0	16
23.10.2018 00:00	373.0	373.0	340.0	349.0	124
24.10.2018 00:00	363.0	363.0	348.0	356.0	40
25.10.2018 00:00	349.0	353.0	343.0	353.0	77
26.10.2018 00:00	350.0	350.0	349.0	350.0	11
29.10.2018 00:00	357.0	375.0	353.0	360.0	44
30.10.2018 00:00	357.0	373.0	357.0	373.0	3
31.10.2018 00:00	371.0	371.0	371.0	371.0	1
01.11.2018 00:00	370.0	376.0	370.0	370.0	13
02.11.2018 00:00	380.0	382.0	378.0	381.0	5
06.11.2018 00:00	369.0	381.0	364.0	376.0	13
07.11.2018 00:00	375.0	375.0	349.0	370.0	55
08.11.2018 00:00	356.0	372.0	356.0	365.0	23
09.11.2018 00:00	356.0	360.0	354.0	360.0	22
12.11.2018 00:00	364.0	364.0	355.0	358.0	12
13.11.2018 00:00	353.0	359.0	347.0	357.0	32
14.11.2018 00:00	352.0	357.0	346.0	350.0	47
15.11.2018 00:00	344.0	348.0	340.0	345.0	54
16.11.2018 00:00	351.0	372.0	341.0	341.0	91
19.11.2018 00:00	353.0	353.0	343.0	349.0	60
20.11.2018 00:00	352.0	352.0	352.0	352.0	2
21.11.2018 00:00	352.0	353.0	345.0	347.0	20
22.11.2018 00:00	344.0	352.0	340.0	352.0	45
23.11.2018 00:00	351.0	351.0	351.0	351.0	2
