datetime	open	high	low	close	volume
06.11.2007 00:00	176.65	176.65	176.65	176.65	2020
07.11.2007 00:00	174.20000000000002	174.20000000000002	174.20000000000002	174.20000000000002	2110
08.11.2007 00:00	179.70000000000002	179.70000000000002	174.45000000000002	174.45000000000002	30
09.11.2007 00:00	171.95000000000002	171.95000000000002	171.95000000000002	171.95000000000002	970
12.11.2007 00:00	195.9	206.05	178.9	178.95000000000002	15540
13.11.2007 00:00	197.95000000000002	197.95000000000002	174.95000000000002	178.60000000000002	2810
14.11.2007 00:00	198.45000000000002	198.45000000000002	164.95000000000002	170.95000000000002	22890
15.11.2007 00:00	165.9	195.95000000000002	164.45000000000002	189.95000000000002	5180
16.11.2007 00:00	164.60000000000002	164.60000000000002	163.95000000000002	163.95000000000002	1250
19.11.2007 00:00	160.65	160.65	159.95000000000002	160.65	770
20.11.2007 00:00	183.85000000000002	183.85000000000002	154.9	154.9	1060
22.11.2007 00:00	154.85000000000002	154.85000000000002	145.9	148.95000000000002	1150
23.11.2007 00:00	134.95000000000002	147.95000000000002	134.95000000000002	147.95000000000002	9300
26.11.2007 00:00	135.3	147.95000000000002	135.3	146.70000000000002	1180
27.11.2007 00:00	144.4	144.4	144.4	144.4	500
28.11.2007 00:00	145.05	145.05	145.05	145.05	10
29.11.2007 00:00	144.95000000000002	144.95000000000002	144.95000000000002	144.95000000000002	980
30.11.2007 00:00	148.95000000000002	148.95000000000002	148.95000000000002	148.95000000000002	750
04.12.2007 00:00	149.95000000000002	150.95000000000002	144.95000000000002	149.95000000000002	40020
05.12.2007 00:00	145.95000000000002	150.95000000000002	145.95000000000002	150.95000000000002	15100
06.12.2007 00:00	153.95000000000002	157.95000000000002	153.95000000000002	157.95000000000002	55160
07.12.2007 00:00	156.95000000000002	156.95000000000002	153.95000000000002	153.95000000000002	16000
10.12.2007 00:00	162.15	162.15	162.15	162.15	5520
12.12.2007 00:00	171.95000000000002	171.95000000000002	171.95000000000002	171.95000000000002	10
13.12.2007 00:00	159.9	164.95000000000002	159.9	164.95000000000002	260
14.12.2007 00:00	164.95000000000002	164.95000000000002	160.95000000000002	160.95000000000002	250
17.12.2007 00:00	159.95000000000002	165.95000000000002	159.95000000000002	165.95000000000002	15310
18.12.2007 00:00	164.95000000000002	167.4	161.95000000000002	166.8	34510
19.12.2007 00:00	170.95000000000002	170.95000000000002	165.95000000000002	165.95000000000002	20
20.12.2007 00:00	169.95000000000002	169.95000000000002	169.95000000000002	169.95000000000002	10
21.12.2007 00:00	168.95000000000002	168.95000000000002	168.95000000000002	168.95000000000002	5000
24.12.2007 00:00	170.95000000000002	171.95000000000002	170.95000000000002	171.95000000000002	6570
25.12.2007 00:00	173.95000000000002	175.95000000000002	172.95000000000002	175.95000000000002	5750
26.12.2007 00:00	172.95000000000002	176.95000000000002	172.95000000000002	172.95000000000002	1040
27.12.2007 00:00	173.05	178.65	172.95000000000002	173.95000000000002	6370
28.12.2007 00:00	177.95000000000002	178.35000000000002	177.95000000000002	178.35000000000002	12000
09.01.2008 00:00	177.05	177.05	177.05	177.05	330
11.01.2008 00:00	182.95000000000002	198.95000000000002	177.95000000000002	193.8	6550
14.01.2008 00:00	183.3	192.95000000000002	180.95000000000002	182.85000000000002	12760
15.01.2008 00:00	192.45000000000002	192.45000000000002	188.95000000000002	188.95000000000002	110
16.01.2008 00:00	187.95000000000002	187.95000000000002	184.95000000000002	187.95000000000002	850
17.01.2008 00:00	187.95000000000002	187.95000000000002	176.45000000000002	177.3	2060
18.01.2008 00:00	181.95000000000002	196.95000000000002	181.45000000000002	192.95000000000002	4890
21.01.2008 00:00	177.45000000000002	186.55	177.20000000000002	186.3	3890
22.01.2008 00:00	163.45000000000002	192.95000000000002	163.45000000000002	180.35000000000002	8000
23.01.2008 00:00	171.05	185.95000000000002	169.95000000000002	171.05	18840
24.01.2008 00:00	185.95000000000002	185.95000000000002	169.9	169.9	24740
25.01.2008 00:00	169.95000000000002	169.95000000000002	167.95000000000002	169.95000000000002	9820
28.01.2008 00:00	168.05	168.05	160.95000000000002	168.05	1250
29.01.2008 00:00	163.95000000000002	163.95000000000002	160.95000000000002	163.95000000000002	2640
30.01.2008 00:00	167.3	167.3	158.95000000000002	158.95000000000002	360
31.01.2008 00:00	158.95000000000002	162.95000000000002	156.95000000000002	162.95000000000002	7050
01.02.2008 00:00	161.95000000000002	161.95000000000002	158.95000000000002	161.70000000000002	590
04.02.2008 00:00	169.95000000000002	169.95000000000002	159.95000000000002	164.3	2880
05.02.2008 00:00	167.20000000000002	167.20000000000002	166.95000000000002	167.20000000000002	230
06.02.2008 00:00	169.95000000000002	169.95000000000002	159.95000000000002	167.45000000000002	10240
07.02.2008 00:00	166.70000000000002	166.95000000000002	159.95000000000002	159.95000000000002	123560
08.02.2008 00:00	167.95000000000002	168.95000000000002	166.95000000000002	166.95000000000002	142850
11.02.2008 00:00	166.95000000000002	174.95000000000002	166.95000000000002	167.95000000000002	44330
12.02.2008 00:00	169.95000000000002	174.95000000000002	166.95000000000002	174.45000000000002	1090
13.02.2008 00:00	175.45000000000002	175.45000000000002	175.45000000000002	175.45000000000002	150
14.02.2008 00:00	169.95000000000002	187.95000000000002	169.95000000000002	175.55	6140
15.02.2008 00:00	175.45000000000002	178.35000000000002	169.95000000000002	169.95000000000002	320
18.02.2008 00:00	176.95000000000002	179.95000000000002	169.95000000000002	178.60000000000002	8450
19.02.2008 00:00	173.95000000000002	174.95000000000002	173.95000000000002	174.70000000000002	15450
20.02.2008 00:00	171.95000000000002	179.95000000000002	171.95000000000002	176.05	112130
21.02.2008 00:00	174.95000000000002	176.95000000000002	174.95000000000002	176.95000000000002	710
22.02.2008 00:00	174.95000000000002	175.95000000000002	174.95000000000002	175.95000000000002	13940
25.02.2008 00:00	175.95000000000002	175.95000000000002	174.95000000000002	175.95000000000002	27540
26.02.2008 00:00	178.4	178.4	175.45000000000002	176.95000000000002	3910
27.02.2008 00:00	177.95000000000002	179.3	177.95000000000002	179.3	518650
28.02.2008 00:00	176.95000000000002	179.95000000000002	172.35000000000002	179.85000000000002	7060
29.02.2008 00:00	179.95000000000002	180.55	171.95000000000002	174.45000000000002	24330
03.03.2008 00:00	174.95000000000002	177.95000000000002	135.95000000000002	175.45000000000002	38140
04.03.2008 00:00	175.95000000000002	179.95000000000002	174.95000000000002	179.85000000000002	2170
05.03.2008 00:00	184.95000000000002	187.95000000000002	182.95000000000002	187.95000000000002	29730
06.03.2008 00:00	192.95000000000002	194.20000000000002	192.95000000000002	194.20000000000002	1160
07.03.2008 00:00	194.95000000000002	194.95000000000002	185.65	187.95000000000002	4030
11.03.2008 00:00	189.95000000000002	195.60000000000002	186.95000000000002	195.60000000000002	1580
12.03.2008 00:00	186.95000000000002	187.45000000000002	186.95000000000002	187.45000000000002	14650
13.03.2008 00:00	186.95000000000002	189.65	184.95000000000002	188.95000000000002	1370
14.03.2008 00:00	188.95000000000002	192.95000000000002	188.95000000000002	191.95000000000002	349340
17.03.2008 00:00	191.95000000000002	191.95000000000002	186.95000000000002	186.95000000000002	10650
18.03.2008 00:00	187.95000000000002	187.95000000000002	183.3	185.3	5360
19.03.2008 00:00	183.95000000000002	183.95000000000002	183.95000000000002	183.95000000000002	5000
