datetime	open	high	low	close	volume
02.05.2012 00:00	2500.0	3100.0	2500.0	3100.0	14
14.05.2012 00:00	2500.0	3000.0	2500.0	2570.0	7
21.05.2012 00:00	2500.0	3100.0	2500.0	3100.0	5
28.05.2012 00:00	2530.0	2530.0	2530.0	2530.0	1
29.05.2012 00:00	3100.0	3100.0	3100.0	3100.0	1
25.06.2012 00:00	3090.0	3090.0	3090.0	3090.0	50
26.06.2012 00:00	3000.0	3000.0	3000.0	3000.0	1
28.06.2012 00:00	2700.0	3180.0	2700.0	2940.0	1100
29.06.2012 00:00	2800.0	3180.0	2800.0	2990.0	1200
17.07.2012 00:00	3150.0	3150.0	3150.0	3150.0	500
02.08.2012 00:00	2700.0	3000.0	2700.0	2800.0	27
21.08.2012 00:00	3150.0	3150.0	2000.0	3050.0	85
30.08.2012 00:00	2300.0	2900.0	2300.0	2900.0	61
31.08.2012 00:00	3150.0	3150.0	3150.0	3150.0	5
05.09.2012 00:00	3150.0	3150.0	3150.0	3150.0	5
06.09.2012 00:00	3140.0	3140.0	3140.0	3140.0	50
07.09.2012 00:00	2400.0	3140.0	2400.0	2410.0	66
11.09.2012 00:00	3100.0	3100.0	3100.0	3100.0	3
12.09.2012 00:00	3650.0	3650.0	3100.0	3100.0	55
13.09.2012 00:00	2630.0	3100.0	2630.0	2650.0	69
17.09.2012 00:00	3100.0	3100.0	3090.0	3090.0	67
18.09.2012 00:00	2530.0	3090.0	2530.0	3050.0	219
19.09.2012 00:00	2530.0	3120.0	2530.0	3120.0	92
20.09.2012 00:00	3100.0	3150.0	3100.0	3140.0	79
24.09.2012 00:00	2900.0	2900.0	2900.0	2900.0	2
25.09.2012 00:00	2900.0	3060.0	2740.0	2860.0	43
26.09.2012 00:00	2780.0	3050.0	2770.0	3050.0	34
28.09.2012 00:00	3050.0	3050.0	3050.0	3050.0	1
01.10.2012 00:00	3630.0	3630.0	3050.0	3050.0	154
03.10.2012 00:00	2830.0	3030.0	2800.0	3030.0	6
04.10.2012 00:00	2750.0	2950.0	2750.0	2950.0	7
05.10.2012 00:00	2710.0	2970.0	2710.0	2710.0	67
08.10.2012 00:00	2990.0	2990.0	2970.0	2990.0	11
12.10.2012 00:00	2990.0	2990.0	2990.0	2990.0	4
15.10.2012 00:00	2990.0	2990.0	2990.0	2990.0	8
16.10.2012 00:00	2800.0	2900.0	2730.0	2840.0	19
18.10.2012 00:00	2740.0	2740.0	2740.0	2740.0	5
22.10.2012 00:00	2880.0	2880.0	2880.0	2880.0	3
23.10.2012 00:00	2780.0	2780.0	2780.0	2780.0	6
29.10.2012 00:00	2260.0	2660.0	2260.0	2550.0	13
30.10.2012 00:00	2420.0	2420.0	2420.0	2420.0	1
31.10.2012 00:00	2860.0	2860.0	2860.0	2860.0	1
02.11.2012 00:00	2700.0	2700.0	2700.0	2700.0	2
07.11.2012 00:00	2700.0	2700.0	2600.0	2600.0	4
08.11.2012 00:00	2300.0	2300.0	2200.0	2260.0	99
09.11.2012 00:00	2200.0	2350.0	2110.0	2230.0	7
12.11.2012 00:00	2300.0	2300.0	2300.0	2300.0	4
13.11.2012 00:00	2200.0	2350.0	2200.0	2240.0	14
15.11.2012 00:00	2090.0	2290.0	2080.0	2110.0	11
16.11.2012 00:00	2220.0	2220.0	2020.0	2040.0	31
19.11.2012 00:00	2120.0	2210.0	2120.0	2210.0	11
21.11.2012 00:00	2190.0	2190.0	2190.0	2190.0	4
22.11.2012 00:00	2050.0	2050.0	2050.0	2050.0	5
23.11.2012 00:00	2050.0	2130.0	2050.0	2130.0	2
26.11.2012 00:00	2130.0	2130.0	2070.0	2130.0	6
27.11.2012 00:00	2020.0	2020.0	1700.0	1740.0	75
28.11.2012 00:00	1620.0	1750.0	1620.0	1750.0	102
30.11.2012 00:00	1700.0	1700.0	1700.0	1700.0	3
06.12.2012 00:00	1650.0	1700.0	1500.0	1550.0	21
07.12.2012 00:00	1510.0	1790.0	1510.0	1790.0	2
11.12.2012 00:00	1500.0	1500.0	1500.0	1500.0	10
12.12.2012 00:00	1600.0	1850.0	1600.0	1850.0	2
13.12.2012 00:00	1650.0	1650.0	1650.0	1650.0	1
14.12.2012 00:00	1650.0	1650.0	1650.0	1650.0	10
17.12.2012 00:00	1670.0	1670.0	1670.0	1670.0	1
19.12.2012 00:00	1780.0	1780.0	1700.0	1700.0	11
20.12.2012 00:00	1700.0	1750.0	1700.0	1750.0	4
21.12.2012 00:00	1700.0	1780.0	1700.0	1720.0	12
25.12.2012 00:00	1760.0	2320.0	1760.0	1810.0	109
26.12.2012 00:00	2200.0	2200.0	1900.0	2190.0	66
27.12.2012 00:00	2080.0	2100.0	1760.0	2100.0	79
28.12.2012 00:00	1760.0	1800.0	1760.0	1760.0	467
08.01.2013 00:00	1800.0	1800.0	1750.0	1750.0	8
10.01.2013 00:00	1900.0	1900.0	1900.0	1900.0	51
15.01.2013 00:00	1940.0	2090.0	1940.0	2090.0	992
16.01.2013 00:00	2090.0	2190.0	2090.0	2090.0	12
17.01.2013 00:00	1810.0	1810.0	1810.0	1810.0	1
18.01.2013 00:00	1900.0	1900.0	1900.0	1900.0	1
21.01.2013 00:00	1990.0	1990.0	1990.0	1990.0	24
22.01.2013 00:00	2000.0	2100.0	2000.0	2100.0	227
25.01.2013 00:00	1950.0	1950.0	1950.0	1950.0	259
28.01.2013 00:00	1820.0	2100.0	1820.0	2020.0	324
29.01.2013 00:00	1970.0	2070.0	1970.0	2070.0	41
30.01.2013 00:00	2000.0	2000.0	2000.0	2000.0	1
31.01.2013 00:00	1900.0	1900.0	1900.0	1900.0	1
01.02.2013 00:00	2050.0	2050.0	1950.0	2050.0	100
05.02.2013 00:00	1830.0	2000.0	1830.0	2000.0	39
08.02.2013 00:00	1860.0	2100.0	1760.0	2000.0	50
11.02.2013 00:00	2100.0	2140.0	2000.0	2140.0	16
12.02.2013 00:00	2140.0	2300.0	2140.0	2300.0	783
13.02.2013 00:00	2370.0	2580.0	2300.0	2300.0	30
14.02.2013 00:00	2700.0	2700.0	2300.0	2300.0	114
15.02.2013 00:00	2580.0	2580.0	2400.0	2400.0	3
19.02.2013 00:00	2500.0	2990.0	2500.0	2670.0	123
20.02.2013 00:00	2600.0	2700.0	2600.0	2700.0	41
21.02.2013 00:00	2900.0	3600.0	2750.0	2870.0	360
22.02.2013 00:00	3000.0	3100.0	2750.0	3030.0	11
25.02.2013 00:00	3100.0	3170.0	3100.0	3170.0	19
26.02.2013 00:00	3010.0	3100.0	3000.0	3000.0	12
27.02.2013 00:00	3030.0	3030.0	3030.0	3030.0	1
28.02.2013 00:00	2850.0	3050.0	2850.0	2900.0	157
01.03.2013 00:00	2950.0	2990.0	2900.0	2990.0	94
04.03.2013 00:00	3120.0	3120.0	2900.0	2900.0	115
05.03.2013 00:00	2920.0	2920.0	2920.0	2920.0	33
06.03.2013 00:00	2420.0	2880.0	2420.0	2880.0	13
14.03.2013 00:00	2880.0	3440.0	2880.0	3120.0	110
19.03.2013 00:00	3000.0	3000.0	3000.0	3000.0	4
20.03.2013 00:00	2750.0	2840.0	2750.0	2750.0	210
21.03.2013 00:00	2900.0	2900.0	2900.0	2900.0	1
22.03.2013 00:00	2700.0	2700.0	2700.0	2700.0	10
08.04.2013 00:00	2840.0	2840.0	2840.0	2840.0	4
09.04.2013 00:00	2840.0	2840.0	2840.0	2840.0	4
12.04.2013 00:00	2840.0	2840.0	2500.0	2840.0	3
15.04.2013 00:00	2500.0	2790.0	2200.0	2370.0	19
16.04.2013 00:00	2500.0	2500.0	2500.0	2500.0	3
17.04.2013 00:00	2690.0	2690.0	2500.0	2500.0	5
19.04.2013 00:00	2700.0	2700.0	2700.0	2700.0	1
22.04.2013 00:00	2470.0	2480.0	2470.0	2480.0	2
24.04.2013 00:00	2470.0	2470.0	2470.0	2470.0	1
30.04.2013 00:00	2470.0	2470.0	2470.0	2470.0	1
