momentum_period,vwma_period,trailing_stop,pnl net,return,drawdown,total closed,won total,lost total,sharpe,sqn
3,3,0.06,-5523.195157444313,-0.0009477306259550243,7.217925447364913,47,8,39,-1.857723624342545,-3.6501366109114617
3,61,0.06,-5833.368481404717,-0.0010191633019345282,7.627205261351995,47,7,40,-1.8584728791666503,-3.8599800156879946
3,40,0.06,-5675.865632343947,-0.0009852035254116413,7.401209878808987,47,7,40,-1.863089493132637,-3.814980682401821
43,3,0.06,-2191.1120969955027,-0.0004100050980200086,5.550915216755514,30,6,24,-2.1910909430216066,-1.404253411402095
43,61,0.06,-2078.6988035412933,-0.00039649804292390717,5.522519037544281,29,6,23,-2.1924490966522554,-1.321725168822088
43,40,0.06,-2356.931169297908,-0.00043857856796168584,5.688994955539268,30,6,24,-2.1638800641264733,-1.5011602403486717
