ma_period_5min,ma_period_hourly,trailing_stop,pnl net,return,drawdown,total closed,won total,lost total,sharpe,sqn
20,35,0.05,2310.7306250647457,0.00068072333567845,4.150117383400552,43,18,25,-0.9811251961882878,1.0286722590496724
20,40,0.05,1739.8146877463796,0.0006056609528636259,4.197097051931686,42,18,24,-0.9694765027884772,0.7894808123794188
20,45,0.05,3678.4660652479643,0.0009119325329013852,4.20197857933453,37,17,20,-0.9614658672700969,1.7153708644412113
20,50,0.05,3418.722323100829,0.0008759839255807532,4.239721077483455,37,16,21,-0.9431755781351382,1.5093763282469317
20,55,0.05,3240.7484241153993,0.0008125789790067536,4.245597283039397,36,16,20,-1.0251543842528923,1.468075835858265
20,60,0.05,1037.0200542233938,0.00045573242466191537,4.343473561931104,32,11,21,-1.2896748605710684,0.5051780477453512
20,65,0.05,1127.513794541666,0.0004638001047100189,4.038849130728587,32,11,21,-1.317759183958348,0.5584747470509814
20,70,0.05,476.26127606401644,0.0003854456366309569,4.286989276628017,31,10,21,-1.3192255160778679,0.23549065355654297
20,75,0.05,765.5358889951686,0.00042115853754368365,4.380034235606833,29,10,19,-1.2981831224546265,0.38493300823920734
30,15,0.05,-193.50789482643435,0.00027822616107479496,4.200705085707846,55,21,34,-1.0324572225282198,-0.08093587085884364
30,20,0.05,-707.2229121864351,0.0001835837812492686,4.6222683768801796,52,19,33,-1.020015219290441,-0.29688696817945615
30,25,0.05,1545.1542690139372,0.0005451585959715128,4.280397973253296,46,18,28,-1.052602334993602,0.6881050864891312
30,30,0.05,2204.871196382141,0.0006564498172173178,4.248412838937107,45,18,27,-1.0205358461872196,0.9636327556394111
30,35,0.05,2406.5417787698634,0.0006811050937488253,4.348320856749202,43,18,25,-0.958075613784065,1.0250288035404007
30,40,0.05,1549.9538294387198,0.0005592416822260615,4.252687043133143,42,18,24,-0.9742728282606062,0.6810458962814219
30,45,0.05,3398.6975141020275,0.0008535602809512197,4.291712262320453,37,17,20,-0.982138618209995,1.552241838591155
30,50,0.05,3355.3388144485643,0.0008397395671006966,4.333878598464499,37,17,20,-0.9356907431292087,1.424747017945888
30,55,0.05,3181.0559907670017,0.0007912703459657395,4.266492449183573,36,16,20,-1.0463556998667574,1.3866124839520013
30,60,0.05,899.4139176655026,0.0004303374481234552,4.299471069566162,32,11,21,-1.296055212462872,0.43821087234081374
30,65,0.05,1106.2059334332282,0.0004564213864933142,4.010244206035297,31,11,20,-1.3306026894795544,0.5482500824276808
30,70,0.05,549.8597563563152,0.00038440308654350686,4.216439108827346,30,10,20,-1.3210732176472804,0.26983741605665473
30,75,0.05,651.0151936399093,0.00038888890382800077,4.380664485575294,29,10,19,-1.3019677197143111,0.3246892464946419
40,15,0.05,-118.50562483081994,0.00027295539372290494,4.2182590775367785,55,20,35,-1.050684823847555,-0.049295113041283624
40,20,0.05,-801.0828713003017,0.00015184308376270774,4.634214273509715,52,20,32,-1.0262964798452905,-0.33235448890210545
40,25,0.05,1437.038686482612,0.0005172867985743034,4.328974271101411,46,19,27,-1.0464776013408936,0.6188262877069058
40,30,0.05,2134.7655156614596,0.0006304180197062189,4.208691978614953,45,19,26,-1.0261631754641196,0.9068865620774947
40,35,0.05,2480.428283008376,0.0006784606254527613,4.36599975623314,43,18,25,-0.9587576777620386,1.0296918065509755
40,40,0.05,1452.7700381737375,0.0005273780909532251,4.280120273013617,42,18,24,-0.9703835986239168,0.6158169124856837
40,45,0.05,3453.206445709294,0.0008454944134930754,4.333814038181428,37,17,20,-0.9824494659953417,1.5414922765072072
40,50,0.05,3254.5076576417964,0.0008110494785678604,4.3387857459387655,37,17,20,-0.947824783750315,1.3547149947954116
40,55,0.05,3072.7489215910527,0.0007808657624886377,4.2716332354804,36,16,20,-1.0614184948752097,1.3122510174349598
40,60,0.05,834.0860345195804,0.00042950054093782104,4.309983106822503,32,11,21,-1.310385088397096,0.39646179206644866
40,65,0.05,1097.803444166484,0.0004628900383726984,4.016623379155618,31,11,20,-1.3487232253060355,0.529229514424594
40,70,0.05,599.7568749832132,0.0004020226569141582,4.167148660961295,30,10,20,-1.33262158474179,0.2871727307831789
40,75,0.05,638.3675019994264,0.0003944561869709399,4.356668447260424,29,10,19,-1.3169041237972694,0.3075267236419686
50,15,0.05,-438.55978517535027,0.0002137364977237714,4.319122814617829,55,19,36,-1.0540691031965692,-0.19305857137069635
50,20,0.05,-1057.2879204233295,0.00010370645630928432,4.783245810945998,52,19,33,-1.0310492459740797,-0.4678558925161415
50,25,0.05,1118.6471130508164,0.00045894817350492986,4.425474236128797,46,18,28,-1.056006917699875,0.5340701306560148
50,30,0.05,1694.3141767559916,0.000564348742051638,4.248818949558544,45,18,27,-1.045342993718623,0.7968536457042538
50,35,0.05,1935.6695709249027,0.0005917820746931129,4.399196313788905,43,17,26,-0.9794512918594225,0.8723452214577598
50,40,0.05,1179.082084072516,0.0004820769496249225,4.297686784061964,42,17,25,-0.990911143542178,0.5504822173302814
50,45,0.05,3062.8707588687307,0.0007852838501738218,4.347394196056131,37,16,21,-1.0073587453765822,1.496063174231308
50,50,0.05,2853.6013826907215,0.0007467997980996734,4.388537395913927,37,17,20,-0.9933389677180375,1.2925157025445624
50,55,0.05,2714.2446350848472,0.000724534326743796,4.273562999670491,36,16,20,-1.0892090428319368,1.265153984516931
50,60,0.05,545.5547368690374,0.00038503396549465445,4.326526119088073,32,11,21,-1.339586391880715,0.27891497615198185
50,65,0.05,846.5466151531033,0.00042336344379990704,4.105013329160482,31,11,20,-1.3639428426083566,0.43691731744111406
50,70,0.05,334.7636656747885,0.0003603665292269753,4.2564001457093275,30,10,20,-1.3444454864521729,0.17264546244386972
50,75,0.05,387.8237840792027,0.00034959745195236306,4.45780922197661,29,10,19,-1.3298515600700114,0.2020455999106215
