ma_period_5min,ma_period_hourly,trailing_stop,pnl net,return,drawdown,total closed,won total,lost total,sharpe,sqn
20,50,0.05,4864.411901176316,0.001127256682201958,2.710104513422106,35,19,16,-0.9718898227589794,2.4765255729231845
20,55,0.05,4805.562869421552,0.0011081462637254095,2.2550655900706547,33,17,16,-1.042811778731276,2.4685114984384535
20,60,0.05,3316.7011372155334,0.00085169144648636,2.412253254445495,32,16,16,-1.194266241183655,1.8583848056310752
20,65,0.05,3362.1456505029673,0.0008179556587422753,2.304378067494814,32,14,18,-1.201866065837287,1.6505292902567832
20,70,0.05,1851.0643191495628,0.0005754970233395533,2.7685162255185105,34,13,21,-1.2471231773956608,0.8989715533810377
20,75,0.05,1397.3356053786922,0.0005173606877751632,2.7382186670561617,32,13,19,-1.2587041919815298,0.7320029485621301
20,80,0.05,2298.1462890108514,0.0006397817366593612,2.5655091920907296,31,13,18,-1.289472358258783,1.2144086290826694
20,85,0.05,1674.4643105493178,0.0005403753169594754,2.8976888330116206,31,12,19,-1.3005699121988765,0.893469995861486
20,90,0.05,2473.790620706013,0.0006492566823832146,2.914850386656417,30,12,18,-1.2367863791920493,1.2662839111076503
20,95,0.05,1923.7576201226675,0.0005474558001335979,3.0974005972163114,30,12,18,-1.2008415423545284,0.9512875669597328
30,50,0.05,4808.705078818405,0.0011167629716189124,2.677045359806535,35,19,16,-0.9769395021055425,2.410332712995568
30,55,0.05,4721.120054060729,0.0010887190249213071,2.261761239926413,33,17,16,-1.050174709107879,2.4038238664286697
30,60,0.05,3267.262221368433,0.0008355109642534686,2.441967436249759,32,16,16,-1.1913293091288528,1.7879719033082009
30,65,0.05,3326.7682694264504,0.0008052147015234349,2.2135990753277617,32,14,18,-1.2136163151930932,1.6352215059708073
30,70,0.05,2065.4676085823276,0.0005927874007850125,2.806073778798423,34,14,20,-1.189562427559472,1.0034920024362215
30,75,0.05,1279.9156372769366,0.0004833941589808228,2.779365360439478,32,13,19,-1.2510406160018808,0.6839686438713257
30,80,0.05,2027.4842937554265,0.0005825864814677928,2.607573065568883,31,13,18,-1.2928458124483528,1.068099434579523
30,85,0.05,1511.7927197686336,0.0005061685474418391,2.9144083680885142,31,12,19,-1.3121742152923574,0.8022764739987618
30,90,0.05,2266.850768957691,0.0006151877026661965,2.8857488189818303,30,12,18,-1.2568663591443103,1.1416721109245862
30,95,0.05,1787.9803167244022,0.0005175476493642339,3.1042678688756564,30,12,18,-1.2113941154929995,0.879984744653005
40,50,0.05,4842.347976645894,0.0011204255123501324,2.6765172252357767,35,19,16,-0.973110888702755,2.427223929581688
40,55,0.05,4917.14387576256,0.0011176562814424224,2.3263368880529627,33,18,15,-1.021729664268215,2.4945366928362454
