ma_period_5min,ma_period_hourly,trailing_stop,pnl net,return,drawdown,total closed,won total,lost total,sharpe,sqn
10,28,0.05,-5075.781179434191,-0.0008466367843655284,5.30353709548725,51,11,40,-1.6635593154918604,-4.181968766587142
10,30,0.05,-5080.939383668789,-0.0008443768983057031,5.256077939089028,50,10,40,-1.7016919692497878,-4.246305267911814
10,32,0.05,-4726.8629850877705,-0.0007847886707838269,5.325436340347959,47,10,37,-1.7604493983269096,-4.070547893815993
10,34,0.05,-4647.251995633895,-0.000772582885943476,5.349298227554745,47,10,37,-1.7589547334106124,-4.038399659099068
10,36,0.05,-4588.433293565571,-0.0007603804613254145,5.329836278138508,46,10,36,-1.7690457805224795,-3.947241048619817
10,38,0.05,-4452.1202301019985,-0.0007354434535739412,5.196868775590583,44,8,36,-1.8409849857216904,-3.8709066883592715
10,40,0.05,-4630.61364989643,-0.0007668751926993115,5.355733809231765,44,8,36,-1.8676307703503972,-4.0415191661853385
20,28,0.05,-4836.2901330238,-0.0008407559974780384,5.356935922901353,50,11,39,-1.6803375781405367,-4.0670646719837205
20,30,0.05,-4805.25914052026,-0.0008319614285024839,5.2929387089441535,49,10,39,-1.7194011469940107,-4.090717370411371
20,32,0.05,-4418.826722519763,-0.0007668788494802647,5.317000104253513,46,10,36,-1.7823526232413887,-3.8781501451763
20,34,0.05,-4351.076942069881,-0.0007568058346053747,5.3391435139404635,46,10,36,-1.7820560010974236,-3.825794948582445
20,36,0.05,-4268.784456041122,-0.0007404819679848289,5.320087085668025,45,10,35,-1.790792662153959,-3.738599865940796
20,38,0.05,-4120.646627875267,-0.0007136436429865878,5.1703960267084765,43,8,35,-1.8652829800612876,-3.6585331023908982
20,40,0.05,-4371.693124357971,-0.0007577917906950976,5.399702577522015,43,8,35,-1.8860795860604196,-3.8750581942195117
30,28,0.05,-4858.585216669553,-0.0008373482630575974,5.23756628919269,50,11,39,-1.6804095219343673,-4.121826452735051
30,30,0.05,-4806.526157599103,-0.000825863699396993,5.1127010317836845,49,10,39,-1.7182846839637622,-4.092150987538829
30,32,0.05,-4415.335072124246,-0.0007583072539094548,5.1334046301547875,46,10,36,-1.7823919358489915,-3.8725151950816064
30,34,0.05,-4351.491394143215,-0.0007489107692303025,5.159494737042164,46,10,36,-1.7825497829259538,-3.8237051870493
30,36,0.05,-4266.233101049802,-0.0007328654157906347,5.137586831954677,45,10,35,-1.7921341947367178,-3.7339647356962673
30,38,0.05,-4111.372188419905,-0.0007039043853116923,4.976504954700712,43,8,35,-1.869295868657669,-3.647074338590677
30,40,0.05,-4383.859577947019,-0.0007517609040572479,5.215633048774241,43,8,35,-1.8884213071635194,-3.880395145708136
40,28,0.05,-4845.952157309149,-0.000842596306304911,5.269257540344362,50,11,39,-1.6765465088428146,-4.122645057706345
40,30,0.05,-4765.874135741401,-0.0008259180263603508,5.130674672775663,49,10,39,-1.7127497740996642,-4.0533742531831205
40,32,0.05,-4376.464529094088,-0.0007587600123634316,5.1567758717640215,46,10,36,-1.774665894842607,-3.8373565250187345
40,34,0.05,-4343.592277548198,-0.0007549165510178465,5.214970646514869,46,10,36,-1.7781948256058322,-3.822718296971998
40,36,0.05,-4271.792553637725,-0.0007411587997516768,5.182085640310261,45,10,35,-1.786508514620585,-3.7401691305955165
40,38,0.05,-4117.626479375305,-0.0007122902965561786,5.021776540272182,43,8,35,-1.8639279713319856,-3.6536897886392263
40,40,0.05,-4390.099170305676,-0.0007601188887525954,5.261295364007338,43,8,35,-1.8828101706006513,-3.8871749232114943
50,28,0.05,-4881.085209281496,-0.0008487780609625212,5.303994454880752,50,11,39,-1.6637590403590503,-4.101613023293744
50,30,0.05,-4834.851323678789,-0.000838179034075245,5.199360904864757,49,10,39,-1.706336742836274,-4.102088461453524
50,32,0.05,-4377.732071213464,-0.0007589824532384493,5.158015861399383,46,10,36,-1.774721095179,-3.8368642024560207
50,34,0.05,-4316.742695312186,-0.0007500802657139665,5.1981880375155995,46,10,36,-1.7769560677732577,-3.7995681539522295
50,36,0.05,-4266.256671320684,-0.0007401799849208973,5.182115508049924,45,10,35,-1.7863786487184958,-3.735715134523213
50,38,0.05,-4126.275416135167,-0.000713817193533827,5.02151199082569,43,8,35,-1.8632143158370802,-3.662651243719188
50,40,0.05,-4398.727819762804,-0.0007616465444735228,5.261032907963867,43,8,35,-1.8820886437282534,-3.8963531279573513
60,28,0.05,-4882.110856504021,-0.0008500843658274903,5.306024418005702,50,11,39,-1.6629504191844757,-4.102222102891112
60,30,0.05,-4837.680101461848,-0.0008362862676501708,5.189657774323211,49,10,39,-1.7042168817048857,-4.108307543333549
60,32,0.05,-4390.300174232461,-0.000762143028987251,5.161629056974256,46,10,36,-1.7740326823321226,-3.8500157040375758
60,34,0.05,-4353.445455085778,-0.000757592100442003,5.235759183823981,46,10,36,-1.778705062798207,-3.8320673330103454
60,36,0.05,-4276.961364864936,-0.0007422008826524547,5.180173109273309,45,10,35,-1.7855504277132972,-3.7467170975130557
60,38,0.05,-4148.458663799882,-0.0007193759265183791,5.030147906506566,43,8,35,-1.8626646020717335,-3.6896955514448897
60,40,0.05,-4404.043501884564,-0.0007642795590491035,5.2541840420055745,43,8,35,-1.881069518578542,-3.9081089478495494
