ma_period_5min,ma_period_hourly,trailing_stop,pnl net,return,drawdown,total closed,won total,lost total,sharpe,sqn
40,65,0.05,-3270.6972824621243,-0.0005605202119943385,4.7762474023612,38,8,30,-1.9579927248634077,-2.93954800620036
40,70,0.05,-3318.768388904292,-0.0005632241616244161,4.858855161371828,37,7,30,-2.0214459543003134,-2.949180503934332
40,75,0.05,-3323.4347261468097,-0.000564416229883,5.184181822118134,36,7,29,-2.0654023112489464,-3.1242700189860253
40,80,0.05,-3164.892364692024,-0.0005647440341728884,4.999258267512853,34,7,27,-2.0788652300637556,-2.934032541194518
40,85,0.05,-2884.9224543642263,-0.0005214251539103213,4.830827748323848,32,7,25,-2.0769244031351195,-2.80292473292935
40,90,0.05,-2965.6261140784177,-0.0005357245499113274,4.809569501975935,32,6,26,-2.122013690650334,-2.77135503398079
40,95,0.05,-3211.7534098576193,-0.000567252154835734,4.775255327435578,32,6,26,-2.160699335696548,-3.121724072948932
50,50,0.05,-3632.818136182423,-0.0006205944427376333,4.872622017252889,40,7,33,-1.8869233245425876,-3.3763554082210634
50,55,0.05,-3381.5316000642183,-0.0005783436002371095,4.9380886560731865,39,7,32,-1.8963067530861681,-3.178560286246032
50,60,0.05,-2880.4367646893274,-0.0004906865707900523,4.55637466366718,37,7,30,-1.8844359302550586,-2.7431539996271828
50,65,0.05,-3275.2273976067677,-0.0005613128744219102,4.780703731283072,38,8,30,-1.9572292136801497,-2.942713506004441
50,70,0.05,-3323.2240920636737,-0.0005640042044746758,4.8632367002187555,37,7,30,-2.0205982394159814,-2.9523360403938304
50,75,0.05,-3327.8800014102703,-0.0005651944837892108,5.188538365584053,36,7,29,-2.0644834907419756,-3.1275187034921945
50,80,0.05,-3169.4919833943322,-0.0005407713467151197,5.00376715430272,34,7,27,-2.0885431027422685,-2.9373582155266664
50,85,0.05,-2889.54147950946,-0.0004974318246152762,4.8353509869415925,32,7,25,-2.0898133040301423,-2.8063696865646417
50,90,0.05,-2997.051363474319,-0.0005162677353241761,4.804046440739319,32,7,25,-2.142323210200694,-2.8201270173036064
50,95,0.05,-3215.3505606848407,-0.0005412446081567209,4.7787926080823055,32,6,26,-2.1731542075604797,-3.124450062061128
60,50,0.05,-3644.8291030231994,-0.0006231812773522605,4.859740507262537,40,7,33,-1.8927688336466757,-3.3837845642315467
60,55,0.05,-3385.6073118872537,-0.0005785140731633734,4.93897881713715,39,7,32,-1.9010582954509676,-3.1803869578162147
60,60,0.05,-2908.6402710328166,-0.0005032792312163504,4.556574291178398,37,7,30,-1.8898654447899952,-2.755148063930153
60,65,0.05,-3263.0240217221867,-0.0005672329268189913,4.787188295465966,38,8,30,-1.9574254363825114,-2.944072691047242
60,70,0.05,-3307.9250256249793,-0.0005690170294155546,4.871788094830999,37,7,30,-2.0195256256461662,-2.9504021386852712
60,75,0.05,-3337.53091131486,-0.0005745685987526705,5.197997342313943,36,7,29,-2.0594824259125124,-3.134375310521992
60,80,0.05,-3179.4795020415913,-0.0005503335702048151,5.013558454621388,34,7,27,-2.0829147188622485,-2.9443873698789242
60,85,0.05,-2899.566001734596,-0.0005068610839024991,4.845173219275522,32,7,25,-2.082963755098018,-2.8136311533323592
60,90,0.05,-3007.094936754735,-0.0005257452723166727,4.8138873149052674,32,7,25,-2.135115440123285,-2.8273839430059513
60,95,0.05,-3254.412736469638,-0.0005562698793059945,4.817215239119373,32,6,26,-2.173410050628654,-3.1681760519553266
