ma_period_5min,ma_period_hourly,trailing_stop,pnl net,return,drawdown,total closed,won total,lost total,sharpe,sqn
20,50,0.05,-3670.271721746449,-0.0006272088738645957,5.011930484876768,40,7,33,-1.8960533154742445,-3.4331722164534435
20,55,0.05,-3347.411258506508,-0.0005764260496005503,4.877638941264268,39,7,32,-1.9031444527049577,-3.1860062684044537
20,60,0.05,-2893.9517034541395,-0.0004986511835166187,4.525480225078056,37,7,30,-1.888500030843079,-2.7908468980358365
20,65,0.05,-3240.155860310815,-0.0005611525792729252,4.74641468435474,38,8,30,-1.962513776905835,-2.919506888038663
20,70,0.05,-3288.696069826312,-0.0005700932288327014,4.828944693112189,37,7,30,-2.0246743125034006,-2.9295041477487134
20,75,0.05,-3292.7932464949536,-0.0005711738522475309,5.1538079850684975,36,7,29,-2.069899293972108,-3.104065138536257
20,80,0.05,-3117.9858081958764,-0.0005670045917375825,4.963615844784229,34,7,27,-2.086858745039544,-2.888606922068587
20,85,0.05,-2830.514559424097,-0.0005231333558756327,4.793871852474753,32,7,25,-2.085040355435133,-2.7449980918839207
20,90,0.05,-2939.0561948805307,-0.0005422536915366383,4.762033892191277,32,6,26,-2.1411891082769223,-2.7442579389341746
20,95,0.05,-3112.4415259349144,-0.0005609344739307274,4.772617069721741,32,6,26,-2.169823542883103,-3.0739800177816345
30,50,0.05,-3606.8165119401465,-0.000608290235375288,4.860200445439619,40,7,33,-1.890492603758912,-3.349445219624577
30,55,0.05,-3310.059175851319,-0.0005576085788931098,4.878375439089732,39,7,32,-1.9046414507133802,-3.1238088321463113
30,60,0.05,-2850.829115250974,-0.00047885310698117474,4.5270821553349805,37,7,30,-1.8930539770357164,-2.7228514869571
30,65,0.05,-3242.049463817823,-0.000549258745102771,4.748374891629025,38,8,30,-1.9668234658549197,-2.9207014737341472
30,70,0.05,-3290.595281255312,-0.0005582888607466894,4.8309100090933565,37,7,30,-2.029607880703263,-2.930706993651985
30,75,0.05,-3294.7284031486643,-0.0005593871813660317,5.15580374744992,36,7,29,-2.0743033681172336,-3.1052915814146353
30,80,0.05,-3136.136077881826,-0.0005583102251430387,4.9707964254197226,34,7,27,-2.0885761705694588,-2.9146577901775337
30,85,0.05,-2856.382295588881,-0.0005158586775874508,4.80262538040269,32,7,25,-2.086454985865043,-2.782912556706235
30,90,0.05,-2938.388990228505,-0.0005303621965427757,4.7825903050837155,32,6,26,-2.133580288728005,-2.7531384703049526
30,95,0.05,-3118.0036258723303,-0.0005494379204420993,4.766278455492697,32,6,26,-2.173933655476055,-3.077633953134477
40,50,0.05,-3615.015462401869,-0.000617467552871735,4.873368350198323,40,7,33,-1.8856598181986963,-3.357368573911633
40,55,0.05,-3377.896958587323,-0.0005777068563323966,4.934511267068267,39,7,32,-1.8959926243342737,-3.1761134940108815
40,60,0.05,-2880.4367646893274,-0.0004906865707900523,4.55637466366718,37,7,30,-1.8844359302550586,-2.7431539996271828
