ma_period_5min,ma_period_hourly,trailing_stop,pnl net,return,drawdown,total closed,won total,lost total,sharpe,sqn
5,10,0.05,-5150.436691246862,-0.0009977854923784502,6.527523560148022,50,8,42,-2.180683593265769,-4.625847640469053
5,15,0.05,-5019.030032024468,-0.0009666371644828059,6.493873799901419,50,9,41,-2.1124277410505337,-4.418605253494858
5,20,0.05,-4729.617691557574,-0.0009938594131357202,6.556815526895431,47,9,38,-2.117668050241371,-3.9372989819296187
5,25,0.05,-5197.480268893052,-0.0010763120680875968,6.549400185333261,44,7,37,-2.1384668889543366,-4.749549360910296
5,30,0.05,-5009.182351371746,-0.0010388469242070706,6.867460408369517,42,7,35,-2.065281910639248,-4.852435166623529
5,35,0.05,-4533.017781309058,-0.0009375540045409305,6.511951424507366,39,7,32,-2.096833446330993,-4.474959202785262
5,40,0.05,-4393.810679173907,-0.0009141173385430674,6.449012856916461,38,7,31,-2.0660262851531255,-4.205604881958918
5,45,0.05,-4284.7853817823125,-0.0008958253424203253,6.528799442272212,35,6,29,-2.0935998266999856,-4.440467366961774
5,50,0.05,-4183.431701907511,-0.0008532311429197977,5.990044092472107,34,6,28,-2.2645769661403277,-4.3738916202992835
5,55,0.05,-3708.6225200211165,-0.0007861807150436319,5.5232221975685505,31,6,25,-2.4820921490501746,-4.004108050860292
15,10,0.05,-5097.394074601702,-0.000985403469213126,6.439020258566657,50,8,42,-2.1811757368678357,-4.584794794207729
15,15,0.05,-5003.209490231755,-0.0009589889066997621,6.517367312528209,50,9,41,-2.125965454733786,-4.42852082530251
15,20,0.05,-4727.733406488795,-0.0009938341065030777,6.601689184603342,47,9,38,-2.1025165211477783,-3.9815379358819234
15,25,0.05,-5220.159246103522,-0.001078340680386609,6.5327797722165295,44,7,37,-2.144805244199191,-4.812327952745503
15,30,0.05,-4979.23449707447,-0.0010309639962388791,6.896050892056436,42,7,35,-2.0525848821024835,-4.836919448361829
15,35,0.05,-4595.174454583828,-0.0009481028842870207,6.534894648246754,39,7,32,-2.100069386348392,-4.538969186243374
15,40,0.05,-4481.488512988711,-0.0009295828260636698,6.501568076147631,38,7,31,-2.0600040133943534,-4.317620514263558
15,45,0.05,-4484.173863789318,-0.0009315931965886431,6.488806885175909,36,6,30,-2.1070156577344856,-4.636631120247322
15,50,0.05,-4108.805916986374,-0.000833112645366319,5.872632269988693,34,6,28,-2.293731424429257,-4.408345085396182
15,55,0.05,-3785.639287806577,-0.0008018134967472741,5.471620783145693,31,6,25,-2.5159143422576133,-4.044669936643639
25,10,0.05,-5149.166203094948,-0.00100464350520632,6.4960354913525995,50,8,42,-2.1781445336935734,-4.639173854547929
25,15,0.05,-5030.19540451251,-0.0009684959117337528,6.6238574993541475,50,9,41,-2.1151845062991814,-4.372940133874141
